work,source_type,source_ref,place_text,normalized_place,place_type,city,region,country,confidence,context
"Penser, classer",pdf,65,Marignan,Marignan,other,,,,0.800,Mention of the Battle of Marignan in the context of conflicts.
"Penser, classer",pdf,65,Pavie,Pavie,other,,,Italy,0.800,Reference to the Treaty of Pavie in historical context.
"Penser, classer",pdf,65,Cateau-Cambrésis,Cateau-Cambrésis,other,,,France,0.800,Mention of the Treaty of Cateau-Cambrésis related to historical events.
"Penser, classer",pdf,65,Saint-Barthélemy,Saint-Barthélemy,other,,,,0.700,Context of the Massacre of Saint-Barthélemy in the narrative.
"Penser, classer",pdf,65,Royaume de Prusse,Royaume de Prusse,country,,,Prussia,1.000,Mention of the Kingdom of Prussia in reference to European power dynamics.
"Penser, classer",pdf,67,Marengo,Marengo,other,,,,0.700,Mentioned in the context of Napoléon's foreign policy.
"Penser, classer",pdf,67,Hohenlinden,Hohenlinden,other,,,,0.700,Part of the military references in Napoléon's campaigns.
"Penser, classer",pdf,67,Lunéville,Luneville,other,,,,0.900,Refers to a treaty associated with Napoléon's political actions.
"Penser, classer",pdf,67,Amiens,Amiens,city,Amiens,Hauts-de-France,France,1.000,Refers to a treaty in Napoléon's foreign policy.
"Penser, classer",pdf,67,Boulogne,Boulogne,city,Boulogne-sur-Mer,Hauts-de-France,France,1.000,Mentioned in the context of military preparations.
"Penser, classer",pdf,67,Trafalgar,Trafalgar,other,,,,0.800,Reference to a significant naval battle.
"Penser, classer",pdf,67,Moskowa,Moskova,other,,,Russia,0.800,Mentioned in relation to Napoléon's campaign in Russia.
"Penser, classer",pdf,67,Waterloo,Waterloo,other,,,,0.900,Famous for the battle that marked Napoléon's defeat.
"Penser, classer",pdf,67,Alger,Alger,city,Alger,,Algeria,1.000,Reference to the occupation of a region in North Africa.
"Penser, classer",pdf,67,Constantine,Constantine,city,Constantine,,Algeria,1.000,Accompanied the mentions of military conquests in Algeria.
"Penser, classer",pdf,67,Sébastopol,Sevastopol,city,Sevastopol,,Ukraine,1.000,Mentioned in connection with the Crimean War.
"Penser, classer",pdf,67,Paris,Paris,city,Paris,,France,1.000,The location of significant political events.
"Penser, classer",pdf,67,Magenta,Magenta,other,,,Italy,0.700,A reference to a battle during the Italian wars.
"Penser, classer",pdf,67,Solferino,Solferino,other,,,Italy,0.700,Also refers to a battle during the Italian wars.
"Penser, classer",pdf,68,Nice,Nice,city,Nice,Provence-Alpes-Côte d'Azur,France,0.900,Mentioned in connection with Savoie.
"Penser, classer",pdf,68,Savoie,Savoie,region,,Auvergne-Rhône-Alpes,France,0.800,Mentioned in connection with Nice.
"Penser, classer",pdf,68,Paris,Paris,city,Paris,Île-de-France,France,0.900,Mentioned in relation to the government of national defense.
"Penser, classer",pdf,68,Algérie,Algeria,country,,,Algeria,0.900,Part of the new French colonial empire.
"Penser, classer",pdf,68,Tunisie,Tunisia,country,,,Tunisia,0.900,Also mentioned as part of the colonial expansion.
"Penser, classer",pdf,68,Sénégal,Senegal,country,,,Senegal,0.900,Included in the list of French colonies.
"Penser, classer",pdf,68,Congo français,French Congo,country,,,Republic of the Congo,0.800,Mentioned as part of French colonial empire.
"Penser, classer",pdf,68,Madagascar,Madagascar,country,,,Madagascar,0.900,Part of the colonies referenced.
"Penser, classer",pdf,68,Cochinchine,Cochinchina,region,,,Vietnam,0.700,Cited in connection with colonial expansion.
"Penser, classer",pdf,68,Cambodge,Cambodia,country,,,Cambodia,0.900,Listed among French colonial possessions.
"Penser, classer",pdf,68,Tonkin,Tonkin,region,,,Vietnam,0.700,Reference in the context of colonial territories.
"Penser, classer",pdf,72,champignons de Paris,champignons de paris,other,Paris,Île-de-France,France,0.800,In a recipe mentioning 'champignons de Paris'.
"Penser, classer",pdf,71,champignons de Paris,champignons de paris,other,Paris,Île-de-France,France,0.900,Mention of mushrooms associated with Paris.
"Penser, classer",pdf,71,crêpes vonnassiennes,crepes vonnassiennes,other,,,,0.700,Reference to a dish related to a specific style or origin.
"Penser, classer",pdf,71,sauce bourguignonne,sauce bourguignonne,other,,Bourgogne,France,0.800,Mention of a sauce named after the Burgundy region.
"Penser, classer",pdf,73,Paris,paris,city,Paris,Île-de-France,France,0.950,Mentioned in the context of ingredients and dishes
"Penser, classer",pdf,69,Angleterre,Angleterre,country,,,United Kingdom,0.900,Mentioned in the context of parliamentary monarchy reforms.
"Penser, classer",pdf,69,Irlande,Irlande,country,,,Ireland,0.900,Referenced in relation to the question of parliamentary reform.
"Penser, classer",pdf,69,France,France,country,,,France,0.900,Mentioned multiple times in relation to republics and political structure.
"Penser, classer",pdf,69,Suisse,Suisse,country,,,Switzerland,0.900,Mentioned in the context of direct government.
"Penser, classer",pdf,69,États-Unis,États-Unis,country,,,United States,0.900,Referenced in relation to immigration and the Civil War.
"Penser, classer",pdf,69,Argentine,Argentine,country,,,Argentina,0.900,Mentioned in the context of independence and civil wars.
"Penser, classer",pdf,69,Allemagne,Allemagne,country,,,Germany,0.900,Mentioned in relation to federal monarchies.
"Penser, classer",pdf,69,Autriche-Hongrie,Autriche-Hongrie,country,,,Austria-Hungary,0.800,Referenced in context of national claims.
"Penser, classer",pdf,69,Russie,Russie,country,,,Russia,0.900,Discussed in terms of autocracy and revolutions.
"Penser, classer",pdf,69,Chine,Chine,country,,,China,0.900,Mentioned in context of despotism and revolution.
"Penser, classer",pdf,69,Japon,Japon,country,,,Japan,0.900,Referenced in relation to monarchy and feudalism.
"Penser, classer",pdf,69,Afrique,Afrique,region,,Africa,,0.700,Mentioned in the context of colonial politics.
"Penser, classer",pdf,69,Maroc,Maroc,country,,,Morocco,0.900,Referenced in colonial sharing context.
"Penser, classer",pdf,69,Belgique,Belgique,country,,,Belgium,0.900,Mentioned in the context of colonial claims.
"Penser, classer",pdf,69,Italie,Italie,country,,,Italy,0.900,Referenced as part of European political discussion.
"Penser, classer",pdf,76,Paris,paris,city,Paris,Île-de-France,France,0.950,Mentioned in the title 'CAFÉ DE PARIS' and 'champignons de Paris'.
"Penser, classer",pdf,76,Val d'Aoste,val d'aoste,region,,Aosta Valley,Italy,0.850,Mentioned in the dish name 'LAPEREAU SAUTÉ « VAL D’AOSTE »'.
"Penser, classer",pdf,76,Bruxelloise,bruxelloise,district,Brussels,,Belgium,0.850,Mentioned in the dish name 'FILETS DE SOLE BRUXELLOISE'.
"Penser, classer",pdf,75,Paris,paris,city,Paris,Île-de-France,France,0.950,Champignons de Paris are commonly referred to in culinary contexts.
"Penser, classer",pdf,75,Seychelloise,seychelles,country,,,Seychelles,0.900,Reference to a dish named after Seychelles.
"Penser, classer",pdf,75,Provençale,provence,region,,Provence,France,0.850,Dish named after the Provençe region of France.
"Penser, classer",pdf,75,Auvergnate,auvergne,region,,Auvergne,France,0.850,Dish named after the Auvergne region of France.
"Penser, classer",pdf,77,Paris,paris,city,Paris,Île-de-France,France,0.800,Mentioned in relation to 'champignons de Paris'.
"Penser, classer",pdf,77,Alsacienne,alsace,region,,Alsace,France,0.700,Refers to a style in the recipe 'LAPIN A L’ALSACIENNE'.
"Penser, classer",pdf,79,champignons de Paris,champignons de paris,natural_feature,Paris,Île-de-France,France,0.800,Mentioned in recipes including ingredients like 'champignons de Paris'.
"Penser, classer",pdf,79,sauce Bercy,sauce bercy,other,,,,0.700,Referenced in a recipe as 'sauce Bercy' which is related to a French sauce style.
"Penser, classer",pdf,78,Paris,paris,city,Paris,Île-de-France,France,0.900,Mention of mushrooms de Paris in a recipe.
"Penser, classer",pdf,78,Hongrie,hongrie,country,,,Hungary,0.800,Reference to Lapereau à la Hongroise.
"Penser, classer",pdf,80,Strasbourgeoise,strasbourg,city,Strasbourg,Grand Est,France,0.800,Reference to a culinary style named after Strasbourg.
"Penser, classer",pdf,80,Grenobloise,grenoble,city,Grenoble,Auvergne-Rhône-Alpes,France,0.800,Reference to a culinary style named after Grenoble.
"Penser, classer",pdf,80,Paimpolaise,paimpol,city,Paimpol,Brittany,France,0.800,Reference to a culinary style named after Paimpol.
"Penser, classer",pdf,83,Paris,paris,city,Paris,Île-de-France,France,0.900,Mentioned in the context of a reference to sociological works.
"Penser, classer",pdf,82,PARIS,Paris,city,Paris,Île-de-France,France,0.900,Mentioned as part of the dish 'LAPIN « GRAND HÔTEL DE PARIS »'.
"Penser, classer",pdf,82,YORKSHIRE,Yorkshire,region,,Yorkshire,United Kingdom,0.800,Referenced in 'RIS DE VEAU BRAISÉ « YORKSHIRE »'.
"Penser, classer",pdf,82,PARIS,Paris,city,Paris,Île-de-France,France,0.900,Mentioned alongside 'champignons de Paris'.
"Penser, classer",pdf,85,Paris,paris,city,Paris,Île-de-France,France,0.900,cité dans le texte comme un lieu de publication
"Penser, classer",pdf,92,Londres,Londres,city,Londres,Angleterre,Royaume-Uni,0.900,Mentionné comme une ville dans le cadre du Cercle des Théâtromanes.
"Penser, classer",pdf,87,Tunisie,Tunisia,country,,,Tunisia,0.900,Mentioned in context of styles of book knife.
"Penser, classer",pdf,87,Algérie,Algeria,country,,,Algeria,0.900,Mentioned in context of styles of book knife.
"Penser, classer",pdf,87,Maroc,Morocco,country,,,Morocco,0.900,Mentioned in context of styles of book knife.
"Penser, classer",pdf,87,Espagne,Spain,country,,,Spain,0.900,Mentioned in context of styles of book knife.
"Penser, classer",pdf,87,Japon,Japan,country,,,Japan,0.900,Mentioned in context of styles of book knife.
"Penser, classer",pdf,94,Montgallet,Montgallet,other,,,,0.700,Mentioned as a location between which a text is perceived.
"Penser, classer",pdf,94,Jacques-Bonsergent,Jacques-Bonsergent,other,,,,0.700,Mentioned as a location between which a text is perceived.
"Penser, classer",pdf,97,Chine,Chine,country,,,China,0.900,Mention of not having been to China while discussing the topic of eyeglasses.
"Penser, classer",pdf,95,Amérique,amerique,country,,,United States,0.800,Un sentiment sur le fait de vivre en Amérique.
"Penser, classer",pdf,95,France,france,country,,,France,1.000,Un sentiment sur le fait de vivre en France.
"Penser, classer",pdf,95,Issoudun,issoudun,city,Issoudun,Centre-Val de Loire,France,0.900,Une mention directe d'une ville.
"Penser, classer",pdf,95,Grand Nord,grand nord,region,,,,0.600,La mention du Grand Nord dans le contexte de vivre là.
"Penser, classer",pdf,96,Orient,Orient,region,,,,0.700,Mention of not wanting to live in 'Orient'.
"Penser, classer",pdf,96,Paris,Paris,city,Paris,Île-de-France,France,1.000,Expressing a preference for living in Paris.
"Penser, classer",pdf,96,Québec,Quebec,region,,Québec,Canada,1.000,Mention of not wanting to live in Québec.
"Penser, classer",pdf,96,Yonne,Yonne,river,,Bourgogne-Franche-Comté,France,0.900,Mention of not wanting to live in 'l’Yonne'.
"Penser, classer",pdf,96,Zanzibar,Zanzibar,other,,,Tanzania,0.800,Mention of not wanting to live in Zanzibar.
"Penser, classer",pdf,99,l’Opéra de Paris,l'opera de paris,building,Paris,Île-de-France,France,0.900,mentioned as a venue for a performance of La Bohème
"Penser, classer",pdf,102,Sainte-Catherine de Pise,Sainte-Catherine de Pise,landmark,Pise,Toscane,Italie,0.900,Domincain du couvent de Sainte-Catherine de Pise.
"Penser, classer",pdf,102,Pise,Pise,city,Pise,Toscane,Italie,0.950,Révélé par un dominicain du couvent de Sainte-Catherine de Pise.
"Penser, classer",pdf,102,Napolitain,Naples,city,Naples,Campanie,Italie,0.800,"Référence à J. B. Porta, originaire de Naples."
"Penser, classer",pdf,100,Munich,Munich,city,Munich,Bavaria,Germany,0.950,cité à la Pinacothèque de Munich
"Penser, classer",pdf,100,Bruxelles,Brussels,city,Brussels,Brussels-Capital Region,Belgium,0.950,"portrait de Paracelse par Rubens, à Bruxelles"
"Penser, classer",pdf,100,Anvers,Antwerp,city,Antwerp,Flanders,Belgium,0.950,portrait de Christophe Plantin au musée Plantin-Moretus d’Anvers
"Penser, classer",pdf,100,Rotterdam,Rotterdam,city,Rotterdam,South Holland,Netherlands,0.950,Érasme de Rotterdam par Hans Holbein
"Penser, classer",pdf,100,Rome,Rome,city,Rome,Lazio,Italy,0.950,"Érasme de Rotterdam par Quentin Metsys, à Rome"
"Penser, classer",pdf,100,Londres,London,city,London,England,United Kingdom,0.950,"saint Yves de Van der Weyden, à Londres"
"Penser, classer",pdf,100,Bâle,Basel,city,Basel,Basel-Stadt,Switzerland,0.950,Érasme de Rotterdam à Bâle
"Penser, classer",pdf,104,Venise,Venice,city,Venice,Veneto,Italy,0.900,Mentioned in the context of an observation during a stay.
"Penser, classer",pdf,105,Dahomey,dahomey,country,,,Benin,0.800,Mentioned in relation to colonization.
"Penser, classer",pdf,105,la rue de Passy,rue de passy,street,Paris,Île-de-France,France,0.900,Referenced as a location of an optician's shop.
"Penser, classer",pdf,106,Valparaiso,Valparaiso,city,Valparaiso,Valparaíso Region,Chile,0.950,Mention of an unlikely future role as a dock worker in Valparaiso.
"Penser, classer",pdf,101,Venise,Venice,city,Venice,Venezia,Italy,0.950,"Lorenzo Lotto, à Venise"
"Penser, classer",pdf,101,Aix-en-Provence,Aix-en-Provence,city,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,0.900,Maître de l’Annonciation d’Aix-en-Provence
"Penser, classer",pdf,101,Bruxelles,Brussels,city,Brussels,Brussels-Capital Region,Belgium,0.900,à Bruxelles
"Penser, classer",pdf,101,National Portrait Gallery,National Portrait Gallery,building,London,England,United Kingdom,0.850,"au Louvre ; le portrait de Jonathan Swift par Charles Jervas, à la National Portrait Gallery"
"Penser, classer",pdf,101,National Gallery,National Gallery,building,London,England,United Kingdom,0.850,"dans son cabinet de travail, d’Antonello de Messine, à la National Gallery"
"Penser, classer",pdf,101,Scuola di S. Giorgio degli Schiavoni,Scuola di San Giorgio degli Schiavoni,building,Venice,Venezia,Italy,0.800,à la Scuola di S. Giorgio degli Schiavoni à Venise
"Penser, classer",pdf,101,Bassora,Basra,city,Basra,Al-Basrah Governorate,Iraq,0.800,né à Bassora en 965
"Penser, classer",pdf,101,Caire,Cairo,city,Cairo,Cairo Governorate,Egypt,0.900,mort au Caire en 1039
"Penser, classer",pdf,101,Florentin,Florence,city,Florence,Tuscany,Italy,0.850,physicien florentin Salvino degli Armati
"Penser, classer",pdf,115,Chine,Chine,country,,,Chine,0.900,discussion sur la géographie ancienne de la Chine
"Penser, classer",pdf,115,Japon,Japon,country,,,Japon,0.900,discussion sur la géographie ancienne du Japon
"Penser, classer",pdf,118,Palaiseau,Palaiseau,city,Palaiseau,Île-de-France,France,0.950,Mentioned as the location for nearby lieux-dits.
"Penser, classer",pdf,118,côte atlantique,côte atlantique,region,,,France,0.850,Refers to the Atlantic coast.
"Penser, classer",pdf,121,café des Deux-Magots,Café des Deux-Magots,building,Paris,Île-de-France,France,0.900,Mentioned as a location where one might drink white wine and discuss.
"Penser, classer",pdf,121,Paris,Paris,city,Paris,Île-de-France,France,1.000,Referenced directly in the context of literary works.
"Penser, classer",pdf,122,Londres,Londres,city,Londres,Angleterre,Royaume-Uni,0.900,Mention des noms que les rues ont à Londres.
"Penser, classer",pdf,127,Paris,Paris,city,Paris,Île-de-France,France,1.000,Georges Perec est né à Paris le 7 mars 1936.
"Penser, classer",pdf,125,Liège,Liege,city,Liège,Wallonia,Belgium,0.900,Mentioned in a bibliographic note about a work published in Liège.
"Penser, classer",pdf,125,Chalon-sur-Saône,Chalon-sur-Saone,city,Chalon-sur-Saône,Bourgogne-Franche-Comté,France,0.900,Mentioned in a bibliographic note about a work involving Chalon-sur-Saône.
"Penser, classer",pdf,125,Paris,Paris,city,Paris,Île-de-France,France,0.900,Mentioned multiple times in context of various publications.
"Penser, classer",pdf,120,Seine,Seine,river,,,France,0.900,Mentioning the Seine in the context of rivers becoming 'maritime'.
"Penser, classer",pdf,120,Charente,Charente,river,,,France,0.900,Mentioning the Charente in the context of rivers becoming 'maritime'.
"Penser, classer",pdf,120,Pyrénées,Pyrénées,other,,,France,0.900,Referring to the 'basses' Pyrénées in a context of geographical classifications.
"Penser, classer",pdf,120,Alpes,Alpes,other,,,France,0.900,Referring to the 'basses' Alpes in a context of geographical classifications.
"Penser, classer",pdf,120,Loire,Loire,river,,,France,0.900,Mentioning the Loire in the context of rivers becoming 'atlantique'.
"Penser, classer",pdf,120,Rhin,Rhin,river,,,France,0.900,Mentioning the 'bas' Rhin in a context of geographical classifications.
"Penser, classer",pdf,120,Marne,Marne,river,,,France,0.900,Referring to the Marne in a context of river classifications.
"Penser, classer",pdf,120,Savoie,Savoie,region,,Savoie,France,0.900,Referring to Savoie in the context of geographical classifications.
"Penser, classer",pdf,120,Vienne,Vienne,river,,,France,0.900,Referring to the Vienne in a context of river classifications.
"Penser, classer",pdf,120,Haute-Marne,Haute-Marne,district,,,France,0.900,Mentioning Haute-Marne in the context of geographical classifications.
"Penser, classer",pdf,120,Haute-Savoie,Haute-Savoie,district,,,France,0.900,Mentioning Haute-Savoie in the context of geographical classifications.
"Penser, classer",pdf,120,Haute-Vienne,Haute-Vienne,district,,,France,0.900,Mentioning Haute-Vienne in the context of geographical classifications.
"Penser, classer",pdf,120,Paris,Paris,city,Paris,,France,0.900,Mentioning Paris when comparing with other dictionaries.
Je me souviens,epub,chap1.html,Villard-de-Lans,Villard-de-Lans,city,Villard-de-Lans,Auvergne-Rhône-Alpes,France,0.900,I remember that in Villard-de-Lans I found it very funny that a refugee named Normand lived with a farmer named Breton.
Je me souviens,epub,chap1.html,Paris,Paris,city,Paris,Île-de-France,France,0.950,"Years later, in Paris, I laughed just as much to learn that a restaurant called le Lamartine was famous for its chateaubriands."
Je me souviens,epub,chap1.html,Langres,Langres,city,Langres,Grand Est,France,0.850,"I remember that Langres is famous for its records of cold, its cutlery, and Diderot."
Je me souviens,epub,chap1.html,Mons-en-Barœul,Mons-en-Baroeul,city,Mons-en-Barœul,Hauts-de-France,France,0.900,I remember that Michel Butor was born in Mons-en-Barœul.
Je me souviens,epub,chap1.html,Montrouge,Montrouge,city,Montrouge,Île-de-France,France,0.900,I remember that Alain Delon was a butcher's clerk (or perhaps a butcher's boy?) in Montrouge.
Je me souviens,epub,chap1.html,Pondichéry,Pondicherry,city,Pondichéry,,India,0.850,"I remember from Pondichéry, Karikal, Yanaon, and Mahé."
Je me souviens,epub,chap1.html,Versailles,Versailles,city,Versailles,Île-de-France,France,0.900,I remember that it took several days for René Coty to be elected President of the Republic in Versailles.
Je me souviens,epub,chap1.html,Chaillot,Chaillot,district,Paris,Île-de-France,France,0.750,I remember the surprise the day I learned that the Palais de Chaillot had nothing to do with the Trocadéro.
Je me souviens,epub,chap1.html,Chili,Chile,country,,,Chile,0.900,Reference to sailors from Chile.
Je me souviens,epub,chap1.html,Chine,China,country,,,China,0.900,Reference to sailors from China.
Je me souviens,epub,chap1.html,bois de Boulogne,Bois de Boulogne,natural_feature,,,France,0.800,Location mentioned in context of a bridge and a shoemaker.
Je me souviens,epub,chap1.html,Tunis,Tunis,city,Tunis,,Tunisia,0.900,Reference to where Claudia Cardinale was born.
Je me souviens,epub,chap1.html,Inde,India,country,,,India,0.900,Reference to war between India and Pakistan.
Je me souviens,epub,chap1.html,Pakistan,Pakistan,country,,,Pakistan,0.900,Reference to war between India and Pakistan.
Je me souviens,epub,chap1.html,Rome,Rome,city,Rome,Lazio,Italy,0.900,Context of creating a plan of ancient Rome.
Je me souviens,epub,chap1.html,Bobino,Bobino,building,Paris,Île-de-France,France,0.800,Reference to a venue where Johnny Halliday performed.
Je me souviens,epub,chap1.html,la Bûcherie,La Bûcherie,building,Paris,Île-de-France,France,0.800,Reference to a location with a tapestry.
Je me souviens,epub,chap1.html,Maubert,Maubert,district,Paris,Île-de-France,France,0.800,Mentioned in the context of a famous restaurant location.
Je me souviens,epub,chap1.html,Charles-Michels,Charles-Michels,landmark,Paris,Île-de-France,France,0.800,Reference to a metro station that was previously known as 'Beau-grenelle'.
Je me souviens,epub,chap1.html,porte de Saint-Cloud,Porte de Saint-Cloud,landmark,,,France,0.900,Mentioned as a location where a cinema was located.
Je me souviens,epub,chap1.html,Les Agriculteurs,Les Agriculteurs,building,,,France,0.800,Referenced as a cinema.
Je me souviens,epub,chap1.html,Panthéon,Panthéon,landmark,,,France,0.900,Mentioned as a cinema seat type.
Je me souviens,epub,chap1.html,Club Saint-Germain,Club Saint-Germain,building,,,France,0.800,Referencing a music club.
Je me souviens,epub,chap1.html,place du Trocadéro,Place du Trocadéro,landmark,,,France,0.900,Mentioned in context of a person typing.
Je me souviens,epub,chap1.html,Château d’Oex,Château d'Oex,city,Château d'Oex,Vaud,Switzerland,0.850,Mentioned as the location of a ping-pong match.
Je me souviens,epub,chap1.html,Trois Evêchés,Trois Evêchés,region,,,France,0.700,"Collective reference to Metz, Toul, and Verdun."
Je me souviens,epub,chap1.html,Alger,Alger,city,Alger,Algeria,Algeria,0.950,Mentioned as the location that extends between points.
Je me souviens,epub,chap1.html,avenue de Breteuil,Avenue de Breteuil,street,,,France,0.800,Referenced in the context of Monopoly.
Je me souviens,epub,chap1.html,Parc des Princes,Parc des Princes,landmark,Paris,Île-de-France,France,0.900,Mentioned as a location for an autograph event.
Je me souviens,epub,chap1.html,avenue de la Sœur-Rosalie,Avenue de la Sœur-Rosalie,street,,,France,0.800,Referenced in context of a high building.
Je me souviens,epub,chap1.html,avenue de Messine,Avenue de Messine,street,,,France,0.800,Referenced as the location of the Cinémathèque.
Je me souviens,epub,chap1.html,Odéon,Odéon,building,,,France,0.850,Mentioned in context of a theater mix-up.
Je me souviens,epub,chap1.html,Salle Richelieu,Salle Richelieu,building,,,France,0.800,Referenced as a theater.
Je me souviens,epub,chap1.html,Royal-Passy,Royal-Passy,building,,,France,0.850,Mentioned as a cinema.
Je me souviens,epub,chap1.html,Hippopotamus,hippopotamus,other,,,,0.700,Mention of a restaurant location near Maubert.
Je me souviens,epub,chap1.html,Maubert,maubert,street,,,,0.800,Reference to a location near where Hippopotamus is situated.
Je me souviens,epub,chap1.html,Charles-Michels,charles-michels,landmark,,,,0.700,Mention of a metro station and place called Charles-Michels.
Je me souviens,epub,chap1.html,Beau-grenelle,beau-grenelle,landmark,,,,0.600,Previous name of the Charles-Michels metro station.
Je me souviens,epub,chap1.html,Normandie,normandy,region,,,France,0.900,Mention of a small village in Normandy associated with André Gide.
Je me souviens,epub,chap1.html,Boulevard Saint-Germain,boulevard saint-germain,street,,,,0.800,Reference to the location of the former Petite Source establishment.
Je me souviens,epub,chap1.html,Palais de Chaillot,palais de chaillot,landmark,,,France,0.800,Mention of a historical building with inscriptions.
Je me souviens,epub,chap1.html,Étampes,Etampes,city,Etampes,Île-de-France,France,0.900,Mentioned when recalling going to the swimming pool.
Je me souviens,epub,chap1.html,New York,New York,city,New York,New York,United States,0.900,Recalled during a major blackout.
Je me souviens,epub,chap1.html,Montparnasse,Montparnasse,district,Paris,Île-de-France,France,0.800,Mentioned in relation to a street where a cat was found.
Je me souviens,epub,chap1.html,rue du Commandant-Mouchotte,Rue du Commandant-Mouchotte,street,Paris,Île-de-France,France,0.800,Mentioned as the location of a street.
Je me souviens,epub,chap1.html,Théâtre de Lutèce,Theatre de Lutece,landmark,Paris,Île-de-France,France,0.800,Mentioned as a landmark.
Je me souviens,epub,chap1.html,Pigalle,Pigalle,district,Paris,Île-de-France,France,0.800,Reference to a famous location where Al Lirvat performed.
Je me souviens,epub,chap1.html,Golf Drouot,Golf Drouot,building,Paris,Île-de-France,France,0.700,Mentioned as a venue.
Je me souviens,epub,chap1.html,rue Saint-André des Arts,Rue Saint-Andre des Arts,street,Paris,Île-de-France,France,0.700,Mentioned as a street where the Caméléon was located.
Je me souviens,epub,chap1.html,Boulevard Saint-Michel,Boulevard Saint-Michel,street,Paris,Île-de-France,France,0.800,Mentioned as the location of a shop.
Je me souviens,epub,chap1.html,Lorientais,lorientais,other,,,,0.700,Mention of Claude Luter associated with Lorient.
Je me souviens,epub,chap1.html,Liège-Bastogne-Liège,liege bastogne liege,other,,,,0.800,Reference to a road cycling race.
Je me souviens,epub,chap1.html,Bordeaux-Paris,bordeaux paris,other,,,,0.800,Reference to a road cycling race.
Je me souviens,epub,chap1.html,Paris-Brest-Paris,paris brest paris,other,,,,0.800,Reference to a road cycling race.
Je me souviens,epub,chap1.html,Paris-Camembert,paris camembert,other,,,,0.800,Reference to a road cycling race.
Je me souviens,epub,chap1.html,Milan-San Remo,milan san remo,other,,,,0.800,Reference to a road cycling race.
Je me souviens,epub,chap1.html,Tour du Dauphiné,tour du dauphine,other,,,,0.800,Reference to a road cycling race.
Je me souviens,epub,chap1.html,Montparnasse,montparnasse,district,,,,0.900,Mention of the old Montparnasse station.
Je me souviens,epub,chap1.html,Royal-Passy,royal passy,building,,,,0.800,Reference to a cinema in Paris.
Je me souviens,epub,chap1.html,avenue du Maine,avenue du maine,street,,,,0.900,Mention of Jean Robic's café located on this avenue.
Je me souviens,epub,appen4.html,Alger,Alger,city,Alger,,Algeria,0.950,Mentioned as a city.
Je me souviens,epub,appen4.html,Annapurna,Annapurna,other,,,Nepal,0.900,Referenced as a mountain.
Je me souviens,epub,appen4.html,Cuba,Cuba,country,,,Cuba,0.950,Mentioned multiple times as a country.
Je me souviens,epub,appen4.html,Château d’Oex,Château d'Oex,landmark,,,Switzerland,0.850,Mentioned as a landmark in Switzerland.
Je me souviens,epub,appen4.html,États-Unis,États-Unis,country,,,United States,0.950,Referenced as a country.
Je me souviens,epub,appen4.html,États-Unis,Etats-Unis,country,,,United States,0.900,A mention of a country.
Je me souviens,epub,appen4.html,Langres (Haute-Marne),Langres,city,Langres,Haute-Marne,France,0.850,Mention of a city in the Haute-Marne department.
Je me souviens,epub,appen4.html,Mons-en-Barœul (Nord),Mons-en-Baroeul,city,Mons-en-Barœul,Nord,France,0.850,Mention of a city in the Nord department.
Je me souviens,epub,appen4.html,Gare Montparnasse,Gare Montparnasse,building,Paris,,France,0.900,A well-known train station in Paris.
Je me souviens,epub,appen4.html,Palais de Chaillot,Palais de Chaillot,building,Paris,,France,0.900,A notable building in Paris.
Je me souviens,epub,appen4.html,Parc des Princes,Parc des Princes,landmark,Paris,,France,0.900,A famous stadium in Paris.
Je me souviens,epub,appen4.html,Paris,Paris,city,Paris,,France,1.000,Mention of the capital city of France.
Je me souviens,epub,appen4.html,Palais de Chaillot,palais de chaillot,landmark,Paris,Île-de-France,France,0.950,Mention of notable landmarks in Paris.
Je me souviens,epub,appen4.html,Parc des Princes,parc des princes,landmark,Paris,Île-de-France,France,0.950,Mention of notable landmarks in Paris.
Je me souviens,epub,appen4.html,Paris,paris,city,Paris,Île-de-France,France,1.000,Multiple mentions of Paris throughout the text.
Je me souviens,epub,appen4.html,Tour Eiffel,tour eiffel,landmark,Paris,Île-de-France,France,0.950,Mention of notable landmarks in Paris.
Je me souviens,epub,appen4.html,Trocadéro,trocadero,landmark,Paris,Île-de-France,France,0.950,Mention of notable landmarks in Paris.
Je me souviens,epub,appen4.html,Tunisie,tunisia,country,,,Tunisia,1.000,Direct mention of the country Tunisia.
Je me souviens,epub,chap1.html,Boulevard Saint-Germain,boulevard saint-germain,street,Paris,Île-de-France,France,0.900,Mentioned as the location of a part called 'cuisine'.
Je me souviens,epub,chap1.html,Lycée Claude-Bernard,lycee claude-bernard,building,Paris,Île-de-France,France,0.800,Referenced as the school where Julien Gracq was a professor.
Je me souviens,epub,chap1.html,cathédrale de Chartres,cathedrale de chartres,landmark,Chartres,Centre-Val de Loire,France,0.950,Mentioned in connection with a recital given there.
Je me souviens,epub,chap1.html,Café du Croissant,cafe du croissant,building,Paris,Île-de-France,France,0.900,Noted as the place where Jean Jaurès was assassinated.
Je me souviens,epub,chap1.html,boulevard Saint-Germain,boulevard saint-germain,street,Paris,Île-de-France,France,0.900,Connection to post-war plasticages.
Je me souviens,epub,chap1.html,Marnes la Coquette,marnes-la-coquette,other,Marnes-la-Coquette,Île-de-France,France,0.700,Mentioned regarding Maurice Chevalier's property.
