work,source_type,source_ref,mention_text,normalized_text,mention_kind,spatial_type,usage,city,region,country,confidence,context
La Boutique obscure,pdf,187,cuisine,cuisine,generic_spatial_entity,domestic_space,literal,,,,0.950,J'entrai dans ma cuisine : elle était dans un indescriptible désordre.
La Boutique obscure,pdf,187,mur,mur,generic_spatial_entity,other,literal,,,,0.950,J'ai l'impression qu'un grand pan de mur (bleu) s'est détaché.
La Boutique obscure,pdf,187,coin,coin,generic_spatial_entity,domestic_space,literal,,,,0.800,Un sac de matière plastique destiné à recevoir les ordures qui est dans un coin au-dessus de l'évier.
La Boutique obscure,pdf,185,la grande citadelle de Malakoff,Malakoff,named_place,city,literal,Malakoff,,France,0.950,"J'achevais mon service militaire dans la grande citadelle de Malakoff, en banlieue."
La Boutique obscure,pdf,185,forteresse,forteresse,generic_spatial_entity,building,literal,,,,0.950,C'était une immense forteresse entourée d'un gigantesque réseau routier.
La Boutique obscure,pdf,185,réseau routier,réseau routier,generic_spatial_entity,transport_space,literal,,,,0.950,C'était une immense forteresse entourée d'un gigantesque réseau routier.
La Boutique obscure,pdf,185,ascenseur,ascenseur,generic_spatial_entity,circulation,literal,,,,0.950,Je prends place dans un ascenseur.
La Boutique obscure,pdf,185,douzième étage,douzième étage,generic_spatial_entity,room,literal,,,,0.950,"Au douzième étage, nul service sanitaire, mais un immense drug-store."
La Boutique obscure,pdf,185,drug-store,drug-store,generic_spatial_entity,commercial_space,literal,,,,0.950,"Au douzième étage, nul service sanitaire, mais un immense drug-store."
La Boutique obscure,pdf,185,impasse,impasse,generic_spatial_entity,public_space,literal,,,,0.950,C'est ainsi que j'arrive dans une sorte d'impasse.
La Boutique obscure,pdf,189,wagon,wagon,generic_spatial_entity,transport_space,literal,,,,0.950,On monte dans un wagon (où sont les bagages ?
La Boutique obscure,pdf,189,train,train,generic_spatial_entity,transport_space,literal,,,,0.950,Train bondé.
La Boutique obscure,pdf,189,métro,métro,generic_spatial_entity,transport_space,literal,,,,0.950,"se raccorde directement au métro, ou au chemin de fer de ceinture."
La Boutique obscure,pdf,189,chemin de fer de ceinture,chemin de fer de ceinture,generic_spatial_entity,transport_space,literal,,,,0.800,"se raccorde directement au métro, ou au chemin de fer de ceinture."
La Boutique obscure,pdf,189,esplanade,esplanade,generic_spatial_entity,public_space,literal,,,,0.800,Il faut traverser une vaste esplanade où le mouvement fasciste « Ordre nouveau » a organisé un gymkhana automobile.
La Boutique obscure,pdf,189,bois de Vincennes,bois de Vincennes,named_place,natural_feature,literal,Paris,,France,0.950,M'est avis qu'on n'est pas loin du bois de Vincennes...
La Boutique obscure,pdf,190,Paris,Paris,named_place,city,literal,Paris,,France,0.950,Lieux : aux environs de Paris
La Boutique obscure,pdf,190,tours,tours,generic_spatial_entity,building,metaphorical,,,,0.600,"Au loin, les tours du rêve de la veille"
La Boutique obscure,pdf,188,La Rochelle,La Rochelle,named_place,city,literal,La Rochelle,Nouvelle-Aquitaine,France,0.950,"Vers La Rochelle, où j'ai été passer quelques jours avec une femme que je connaissais à peine."
La Boutique obscure,pdf,188,la grande tour,la grande tour,generic_spatial_entity,building,literal,,,,0.800,en voulant rejoindre la grande tour qui se dresse au sommet de la ville.
La Boutique obscure,pdf,188,la statue de la Liberté,la statue de la Liberté,named_place,other,literal,,,,0.800,"On rencontre plusieurs statues et tours monumentales : la statue de la Liberté, de grands immeubles dont les appartements sont comme les cellules d'une ruche."
La Boutique obscure,pdf,188,H.L.M.,H.L.M.,generic_spatial_entity,building,literal,,,,0.800,Ce ne sont que des H.L.M. à peine achevées et déjà vieilles...
La Boutique obscure,pdf,188,la gare,la gare,generic_spatial_entity,transport_space,literal,,,,0.800,On arrive à la gare très en retard.
La Boutique obscure,pdf,191,Versailles,Versailles,named_place,city,literal,Versailles,Île-de-France,France,0.950,On arrive dans une ville : Versailles.
La Boutique obscure,pdf,192,terrasse d'hôtel,terrasse d'hôtel,generic_spatial_entity,public_space,literal,,,,0.950,Je suis debout sur une terrasse d'hôtel.
La Boutique obscure,pdf,192,mer,mer,generic_spatial_entity,natural_feature,uncertain,,,,0.600,(au bord de la mer ? de la Seine ? de la route ?)
La Boutique obscure,pdf,192,Seine,Seine,named_place,water,uncertain,,,,0.600,(au bord de la mer ? de la Seine ? de la route ?)
La Boutique obscure,pdf,192,table,table,generic_spatial_entity,micro_place,literal,,,,0.950,"Je suis à une table, avec plusieurs personnes."
La Boutique obscure,pdf,193,coin de chambre,coin de chambre,generic_spatial_entity,room,literal,,,,0.950,un coin de chambre où l'on voit un coin de lit
La Boutique obscure,pdf,193,coin de lit,coin de lit,generic_spatial_entity,micro_place,literal,,,,0.950,où l'on voit un coin de lit et l'arc de cercle d'une grande vasque
La Boutique obscure,pdf,193,salle de bains,salle de bains,generic_spatial_entity,room,literal,,,,0.950,une porte à gauche à demi ouverte sur du noir et que je sais être la salle de bains
La Boutique obscure,pdf,194,Ritz,Ritz,named_place,building,literal,Paris,,France,0.950,"Nous descendons, pour un simple week-end, dans un grand hôtel, peut-être le Ritz."
La Boutique obscure,pdf,194,ascenseur,ascenseur,generic_spatial_entity,transport_space,literal,,,,0.800,les grooms doivent faire deux voyages pour les porter dans l'ascenseur.
La Boutique obscure,pdf,194,chambre,chambre,generic_spatial_entity,room,literal,,,,0.800,"C'est un immense ascenseur, grand comme une chambre."
La Boutique obscure,pdf,194,restaurant,restaurant,generic_spatial_entity,commercial_space,literal,,,,0.800,Je descends au restaurant.
La Boutique obscure,pdf,194,table,table,generic_spatial_entity,micro_place,literal,,,,0.800,"P. est assise à une autre table, elle est très belle."
La Boutique obscure,pdf,197,La Bibliothèque nationale,Bibliothèque nationale,named_place,institution,literal,Paris,Île-de-France,France,0.950,Je travaille dans la grande salle de lecture de la Bibliothèque nationale.
La Boutique obscure,pdf,197,table,table,generic_spatial_entity,work_space,literal,,,,0.950,Alain G. vient s'asseoir à une table voisine.
La Boutique obscure,pdf,198,restaurant Kuntz,restaurant Kuntz,named_place,commercial_space,literal,Paris,,France,0.950,Je suis au restaurant Kuntz.
La Boutique obscure,pdf,198,table,table,generic_spatial_entity,micro_place,literal,,,,0.950,"un serveur, plus vieux, qui doit faire des miracles pour ne rien renverser en allant servir la table à côté"
La Boutique obscure,pdf,195,Cuba,Cuba,named_place,country,literal,,,Cuba,0.950,"Il parle trop, la salle est truffée d'espions. C'est alors qu'une vieille femme, une sorcière, se lève."
La Boutique obscure,pdf,195,salle,salle,generic_spatial_entity,room,literal,,,,0.950,"A un certain moment, il m'entraîne dans un coin de la salle."
La Boutique obscure,pdf,195,piédestal,piédestal,generic_spatial_entity,threshold,literal,,,,0.800,"Cependant, j'ai été hissé sur une sorte de piédestal."
La Boutique obscure,pdf,195,muraille,muraille,generic_spatial_entity,building,literal,,,,0.950,je parviens à m'accrocher aux aspérités de la muraille.
La Boutique obscure,pdf,195,steppe,steppe,generic_spatial_entity,natural_feature,literal,,,,0.800,"Au bout de longs siècles d'errance, nous revenons vers les régions que nous avions fuies. Sur la steppe."
La Boutique obscure,pdf,195,Texas,Texas,named_place,city,literal,Texas,,États-Unis,0.950,"Elle s'appelle Texas. Pour la première fois, nous voyons des armes à feu..."
La Boutique obscure,pdf,199,Dampierre,Dampierre,named_place,other,literal,,,,0.950,que les producteurs aient trouvé de l'argent à emprunter — peut-être 20 000 francs — à Dampierre.
La Boutique obscure,pdf,199,grande maison,grande maison,generic_spatial_entity,building,literal,,,,0.800,je dois éteindre toutes les lumières d'une grande maison
La Boutique obscure,pdf,199,lit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,je suis étendu sur un lit avec une femme
La Boutique obscure,pdf,201,banlieue,banlieue,generic_spatial_entity,region,literal,,,,0.800,"Beaucoup plus tard, me semble-t-il — un autre jour —, je suis en banlieue, chez des amis de fraîche date."
La Boutique obscure,pdf,201,maison,maison,generic_spatial_entity,domestic_space,literal,,,,0.800,"Je suis en banlieue, chez des amis de fraîche date."
La Boutique obscure,pdf,203,Dampierre,Dampierre,named_place,other,uncertain,,,,0.600,Tout ceci pourrait se passer à Dampierre.
La Boutique obscure,pdf,203,pelouse,pelouse,generic_spatial_entity,public_space,literal,,,,0.800,Discussion sur une pelouse.
La Boutique obscure,pdf,202,Paris,Paris,named_place,city,literal,Paris,,France,0.950,"Vaine recherche d'un taxi, quelque part à une porte de Paris..."
La Boutique obscure,pdf,202,porte,porte,generic_spatial_entity,threshold,literal,,,,0.800,"Vaine recherche d'un taxi, quelque part à une porte de Paris..."
La Boutique obscure,pdf,202,terre-plein,terre-plein,generic_spatial_entity,public_space,literal,,,,0.800,"P., épuisée, est tombée dans une sorte de terre-plein rempli d'une boue jaunâtre..."
La Boutique obscure,pdf,204,bureau de l'hôtel,bureau de l'hôtel,generic_spatial_entity,work_space,literal,,,,0.950,Je vais au bureau de l'hôtel et j'exige — en français — que l'on me montre ma chambre.
La Boutique obscure,pdf,204,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,"Je ne sais plus où je suis, où j'en suis... que l'on me montre ma chambre."
La Boutique obscure,pdf,204,dédale de minuscules escaliers,dédale de minuscules escaliers,generic_spatial_entity,circulation,literal,,,,0.800,Je me perds dans un dédale de minuscules escaliers.
La Boutique obscure,pdf,204,chambres,chambre,generic_spatial_entity,room,literal,,,,0.950,Trois femmes obèses et rieuses m'agressent dans une des chambres que j'explore.
La Boutique obscure,pdf,205,fête foraine,fête foraine,generic_spatial_entity,public_space,literal,,,,0.800,C'était dans une grande fête foraine.
La Boutique obscure,pdf,205,banc,banc,generic_spatial_entity,public_space,literal,,,,0.800,je suis allé m'asseoir sur un banc.
La Boutique obscure,pdf,208,vestiaire de mon laboratoire,vestiaire,generic_spatial_entity,room,literal,,,,0.950,"Il y a, dans le vestiaire de mon laboratoire..."
La Boutique obscure,pdf,208,arrière-boutique d'un libraire d'occasion,arrière-boutique,generic_spatial_entity,commercial_space,literal,,,,0.950,qui donne sur l'arrière-boutique d'un libraire d'occasion.
La Boutique obscure,pdf,208,libraire,libraire,generic_spatial_entity,commercial_space,literal,,,,0.800,Je vais bien voir le libraire pour faire affaire...
La Boutique obscure,pdf,208,magasin,magasin,generic_spatial_entity,commercial_space,literal,,,,0.800,mais bien sûr le magasin est fermé.
La Boutique obscure,pdf,209,bibliothèque,bibliothèque,generic_spatial_entity,work_space,literal,,,,0.950,la large tache noire du cartonnage dépare sa bibliothèque
La Boutique obscure,pdf,211,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,plein de gens vont et viennent dans l'appartement
La Boutique obscure,pdf,211,rez-de-chaussée,rez-de-chaussée,generic_spatial_entity,room,literal,,,,0.950,beaucoup plus haut que le rez-de-chaussée
La Boutique obscure,pdf,210,cour médiévale,cour médiévale,generic_spatial_entity,public_space,literal,,,,0.950,Nous passons dans une cour médiévale.
La Boutique obscure,pdf,210,cathédrale,cathédrale,generic_spatial_entity,building,literal,,,,0.800,Au pied d'une cathédrale se dresse une construction gothique.
La Boutique obscure,pdf,210,construction gothique,construction gothique,generic_spatial_entity,building,literal,,,,0.800,Au pied d'une cathédrale se dresse une construction gothique.
La Boutique obscure,pdf,210,fenêtre,fenêtre,generic_spatial_entity,other,literal,,,,0.950,Je lui désigne une fenêtre en lui disant que c'est là que j'habite.
La Boutique obscure,pdf,212,table,table,generic_spatial_entity,micro_place,literal,,,,0.950,Il y a un gigantesque puzzle posé sur une longue table légèrement inclinée.
La Boutique obscure,pdf,213,salle,salle,generic_spatial_entity,room,literal,,,,0.950,"Nous passons dans une autre salle, nous y retrouvons ma nièce Sylvia."
La Boutique obscure,pdf,213,Lettres à Félice,Lettres à Félice,named_place,other,literal,,,,0.800,Il me semble que j'ai en main le tarif des tirages de têtes des Lettres à Félice de Kafka.
La Boutique obscure,pdf,214,Blevy,Blevy,named_place,other,literal,,,,0.800,"Après un long voyage, peut-être, je reviens à Blevy."
La Boutique obscure,pdf,214,Dampierre,Dampierre,named_place,other,literal,,,,0.800,(ou bien est-ce Dampierre ?).
La Boutique obscure,pdf,214,la pièce,la pièce,generic_spatial_entity,room,literal,,,,0.950,Mon chat dort dans un coin de la pièce.
La Boutique obscure,pdf,216,Gascogne,Gascogne,named_place,region,literal,,Gascogne,France,0.950,l'hispanisation de la Gascogne consécutive à l'arrivée au pouvoir de Catherine de Médicis
La Boutique obscure,pdf,216,salle de classe,salle de classe,generic_spatial_entity,room,literal,,,,0.950,"C'est dans une salle de classe assez banale, devant une assitance clairsemée, que je commence mon exposé."
La Boutique obscure,pdf,217,grand parc à la française,grand parc à la française,generic_spatial_entity,public_space,literal,,,,0.950,"Je me promène dans un grand parc à la française, couvert de neige."
La Boutique obscure,pdf,217,salle,salle,generic_spatial_entity,room,literal,,,,0.950,Je reviens dans la salle.
La Boutique obscure,pdf,218,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,Je me retrouve partageant un appartement avec un inconnu.
La Boutique obscure,pdf,218,entrée,entrée,generic_spatial_entity,threshold,literal,,,,0.950,L'une des particularités de cet appartement est qu'il possède une entrée très vaste.
La Boutique obscure,pdf,218,chambres,chambre,generic_spatial_entity,room,literal,,,,0.950,"Il possède une entrée très vaste, beaucoup plus vaste que les autres pièces et que les chambres."
La Boutique obscure,pdf,220,immeuble en construction,immeuble,generic_spatial_entity,building,literal,,,,0.950,Je me suis réfugié dans un immeuble en construction.
La Boutique obscure,pdf,220,petite pièce carrée,pièce,generic_spatial_entity,room,literal,,,,0.950,Je suis dissimulé dans une petite pièce carrée.
La Boutique obscure,pdf,219,grande place,grande place,generic_spatial_entity,public_space,literal,,,,0.950,le singe s'avance au milieu de la grande place
La Boutique obscure,pdf,219,esplanade,esplanade,generic_spatial_entity,public_space,literal,,,,0.800,"Sur une vaste esplanade, une foule de soldats"
La Boutique obscure,pdf,219,chariot,chariot,generic_spatial_entity,vehicle,literal,,,,0.800,il s'avance au milieu de la grande place. Il est assis sur une sorte de petit chariot
La Boutique obscure,pdf,219,manifestation,manifestation,generic_spatial_entity,public_space,metaphorical,,,,0.600,Je suis dans une manifestation
La Boutique obscure,pdf,222,bar,bar,generic_spatial_entity,commercial_space,literal,,,,0.950,Je visite une maison avec le barman d'un bar où je vais très régulièrement.
La Boutique obscure,pdf,222,maison,maison,generic_spatial_entity,domestic_space,literal,,,,0.950,Il y a une grande fête dans la maison de mes parents.
La Boutique obscure,pdf,222,évier,évier,generic_spatial_entity,domestic_space,literal,,,,0.950,Il y a un évier bouché.
La Boutique obscure,pdf,222,train,train,generic_spatial_entity,transport_space,literal,,,,0.950,Je prends un train.
La Boutique obscure,pdf,222,ville,ville,generic_spatial_entity,city,literal,,,,0.800,Je traverse une ville.
La Boutique obscure,pdf,222,Dampierre,Dampierre,named_place,other,literal,Dampierre,,France,0.950,J'arrive à Dampierre où il y a une grande fête.
La Boutique obscure,pdf,223,jardin,jardin,generic_spatial_entity,public_space,literal,,,,0.950,Il y a un concert dans le jardin.
La Boutique obscure,pdf,223,caves,caves,generic_spatial_entity,other,literal,,,,0.950,J'ai du mal à reconnaître d'anciennes caves qui sont devenues de grandes salles voûtées.
La Boutique obscure,pdf,223,esplanade,esplanade,generic_spatial_entity,public_space,literal,,,,0.950,Un grand déjeuner est servi sur une vaste esplanade qui surplombe l'entrée de la propriété.
La Boutique obscure,pdf,223,chemin,chemin,generic_spatial_entity,circulation,literal,,,,0.950,On balaye le chemin pour qu'elles (ne) puissent continuer à entrer.
La Boutique obscure,pdf,224,la rue de l'Assomption,rue de l'Assomption,named_place,street,literal,Paris,,France,0.950,J'ai loué un appartement au 10 ou au 12 de la rue de l'Assomption.
La Boutique obscure,pdf,224,rue La Fontaine,rue La Fontaine,named_place,street,literal,Paris,,France,0.950,"Je vais faire des courses, rue La Fontaine, mais je ne trouve pas de bons fromages."
La Boutique obscure,pdf,224,la rue,rue,generic_spatial_entity,public_space,literal,,,,0.800,"Je redescends, furieux, mais ma colère tombe dès que je me retrouve dans la rue."
La Boutique obscure,pdf,224,la maison,maison,generic_spatial_entity,building,literal,,,,0.800,Je passe devant la maison où j'ai vécu entre ma dixième et ma vingtième année.
La Boutique obscure,pdf,224,le lycée Molière,lycée Molière,named_place,institution,literal,Paris,,France,0.950,Je passe devant le lycée Molière.
La Boutique obscure,pdf,224,cette rue,rue,generic_spatial_entity,public_space,metaphorical,,,,0.600,"Comme c'est dommage, me dis-je, que ce ne soit pas justement ce mois-ci que je doive décrire cette rue !"
La Boutique obscure,pdf,226,rue de l'Assomption,rue de l'Assomption,named_place,street,literal,Paris,,France,0.950,"Pour revenir rue de l'Assomption, je décrirai l'autre moitié du périmètre rectangulaire"
La Boutique obscure,pdf,226,LA RUE DU RANELAGH,rue du Ranelagh,named_place,street,literal,Paris,,France,0.950,formant entre elles LA RUE DE L'ASSOMPTION L L' A A V R E U N E U E D A M V O I z O A U R D T LA RUE DU RANELAGH
La Boutique obscure,pdf,225,avenue Mozart,avenue Mozart,named_place,street,literal,Paris,,France,0.950,J'entre chez un fromager de l'avenue Mozart.
La Boutique obscure,pdf,225,la Tunisie,Tunisie,named_place,country,literal,,,Tunisie,0.950,Une discussion sur la Tunisie s'engage entre les clients.
La Boutique obscure,pdf,225,Djerba,Djerba,named_place,other,literal,,,Tunisie,0.950,Il va à Djerba.
La Boutique obscure,pdf,225,l'Ile,l'Ile,generic_spatial_entity,natural_feature,literal,,,,0.800,"Il va à Djerba. Il y a des amis, ce qui lui permet d'échapper à la frénésie touristique qui, dit-on, règne dans l'Ile."
La Boutique obscure,pdf,228,restaurant,restaurant,generic_spatial_entity,commercial_space,literal,,,,0.950,"Je me retrouve dans un restaurant immense, tellement grand que l'on a installé un sauna dans les w.-c."
La Boutique obscure,pdf,228,w.-c.,w.-c.,generic_spatial_entity,public_space,literal,,,,0.950,tellement grand que l'on a installé un sauna dans les w.-c.
La Boutique obscure,pdf,227,autostrade,autoroute,generic_spatial_entity,transport_space,literal,,,,0.800,Nous rejoignons l'autostrade. On la voit devant nous.
La Boutique obscure,pdf,227,route,route,generic_spatial_entity,transport_space,literal,,,,0.950,"C'était une route très large, évoquant davantage l'idée d'une esplanade."
La Boutique obscure,pdf,227,portail,portail,generic_spatial_entity,threshold,literal,,,,0.800,au-delà d'un large portail
La Boutique obscure,pdf,227,Auxerre,Auxerre,named_place,city,literal,Auxerre,,France,0.950,"Aux environs d'Auxerre, nous rejoignons l'autostrade."
La Boutique obscure,pdf,227,drug-store,drug-store,generic_spatial_entity,commercial_space,literal,,,,0.800,"Pour l'instant, nous sommes dans une sorte de drug-store."
La Boutique obscure,pdf,229,Blevy,Blevy,named_place,other,literal,,,,0.800,Bernard vient me chercher à Blevy.
La Boutique obscure,pdf,229,Orly,Orly,named_place,other,literal,,,,0.800,On tourne (à Orly).
La Boutique obscure,pdf,229,Dampierre,Dampierre,named_place,other,literal,,,,0.800,Elle compte aller à Dampierre.
La Boutique obscure,pdf,229,brocanteurs,brocanteurs,generic_spatial_entity,public_space,literal,,,,0.800,"On passe, difficilement, au milieu de brocanteurs."
La Boutique obscure,pdf,232,salles Bl ou B2,salles Bl ou B2,generic_spatial_entity,room,literal,,,,0.950,L'entretien avec un confesseur peut avoir lieu dans les salles Bl ou B2.
La Boutique obscure,pdf,232,atelier de fonction,atelier de fonction,generic_spatial_entity,work_space,literal,,,,0.950,Il y a dans la nôtre un « atelier de fonction ».
La Boutique obscure,pdf,232,porte,porte,generic_spatial_entity,threshold,literal,,,,0.950,"Cette porte, je me demandais sur quoi elle donnait."
La Boutique obscure,pdf,231,passage secret,passage secret,generic_spatial_entity,threshold,literal,,,,0.800,Il y avait un passage secret permettant d'aller de chez Marcel à chez Henri C.
La Boutique obscure,pdf,231,maison,maison,generic_spatial_entity,building,literal,,,,0.800,Je me souviens en effet qu'ils habitaient dans cette maison.
La Boutique obscure,pdf,231,corridor,corridor,generic_spatial_entity,room,literal,,,,0.800,Marcel est au fond d'un corridor.
La Boutique obscure,pdf,231,long corridor vitré,long corridor vitré,generic_spatial_entity,room,literal,,,,0.800,"A côté de la grande pièce où nous nous trouvions, un long corridor vitré..."
La Boutique obscure,pdf,231,pièce étroite,pièce étroite,generic_spatial_entity,room,literal,,,,0.800,qui est vraisemblablement un atelier ou un dépôt de peintre en bâtiments.
La Boutique obscure,pdf,231,pièce inconnue,pièce inconnue,generic_spatial_entity,room,literal,,,,0.800,C'est en errant dans une pièce inconnue de son propre appartement que Marcel...
La Boutique obscure,pdf,231,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.800,C'est en errant dans une pièce inconnue de son propre appartement...
La Boutique obscure,pdf,233,atelier,atelier,generic_spatial_entity,room,literal,,,,0.950,"L'atelier est une pièce immense, très haute de plafond."
La Boutique obscure,pdf,233,atelier,atelier,generic_spatial_entity,room,literal,,,,0.950,D'autres gens entrent dans l'atelier.
La Boutique obscure,pdf,230,maison de Villard,maison de Villard,named_place,building,literal,,,,0.950,rait volontiers la maison de Villard (notre vieille maison familiale)
La Boutique obscure,pdf,230,appartement de Henri C,appartement de Henri C,named_place,domestic_space,literal,Paris,,France,0.950,"Nous allons, sans doute pour seulement une heure, dans l'appartement de Henri C"
La Boutique obscure,pdf,230,rue L,rue L,named_place,street,literal,Paris,,France,0.950,"dans l'appartement de Henri C, rue L"
La Boutique obscure,pdf,230,immeuble,immeuble,generic_spatial_entity,building,literal,,,,0.800,"Henri C, qui est absent de Paris, a, dans le même immeuble"
La Boutique obscure,pdf,230,studio au rez-de-chaussée,studio au rez-de-chaussée,generic_spatial_entity,domestic_space,literal,,,,0.800,un studio au rez-de-chaussée (je l'ai occupé un certain temps)
La Boutique obscure,pdf,230,grand atelier,grand atelier,generic_spatial_entity,work_space,literal,,,,0.800,"et un grand atelier, tout en haut"
La Boutique obscure,pdf,230,appartement,appartement,generic_spatial_entity,domestic_space,literal,,,,0.800,Dans l'appartement. De grandes feuilles sont posées sur le sol
La Boutique obscure,pdf,234,la ville,ville,generic_spatial_entity,city,literal,,,,0.950,Nous traversons la ville.
La Boutique obscure,pdf,234,café,café,generic_spatial_entity,commercial_space,literal,,,,0.950,Si seulement nous pouvions aller boire un café.
La Boutique obscure,pdf,234,le casino,casino,generic_spatial_entity,commercial_space,literal,,,,0.950,"Le casino, d'ailleurs, est fermé, ou interdit aux Juifs."
La Boutique obscure,pdf,234,la boutique du marchand de tissus,boutique,generic_spatial_entity,commercial_space,literal,,,,0.950,Nous repassons devant le magasin du marchand de tissus.
La Boutique obscure,pdf,236,rue de l'Assomption,rue de l'Assomption,named_place,street,literal,Paris,Île-de-France,France,0.950,"retour du souvenir réel : 1947, rue de l'Assomption"
La Boutique obscure,pdf,236,mur du couvent,mur du couvent,generic_spatial_entity,other,literal,,,,0.800,juste en face de notre immeuble
La Boutique obscure,pdf,236,immeuble,immeuble,generic_spatial_entity,building,literal,,,,0.800,juste en face de notre immeuble
La Boutique obscure,pdf,235,la gare,la gare,generic_spatial_entity,transport_space,literal,,,,0.950,On arrive à la gare.
La Boutique obscure,pdf,235,une pièce réservée aux monstres,une pièce,generic_spatial_entity,room,literal,,,,0.800,On nous met dans une pièce réservée aux monstres.
La Boutique obscure,pdf,235,cette ville,cette ville,generic_spatial_entity,city,literal,,,,0.600,Je suis de retour dans cette ville.
La Boutique obscure,pdf,242,chambre,chambre,generic_spatial_entity,room,literal,,,,0.950,CHAMBRE OU LIEU INCONNU
La Boutique obscure,pdf,242,comptoir,comptoir,generic_spatial_entity,commercial_space,literal,,,,0.950,"COMPTOIR (Comptoir de bar, de café, de magasin ; « Comptoir colonial » ; Buffet d'un théâtre ; Bureau d'hôtel ; Guichet d'un aéroport, etc.)"
La Boutique obscure,pdf,242,concierge,concierge,generic_spatial_entity,work_space,literal,,,,0.950,La concierge ne me reconnaît pas
La Boutique obscure,pdf,241,Esplanade,esplanade,generic_spatial_entity,public_space,literal,,,,0.950,Mention of an esplanade in a list of items.
La Boutique obscure,pdf,241,Mur,mur,generic_spatial_entity,other,literal,,,,0.950,Mention of a wall in a list.
La Boutique obscure,pdf,241,escalier de bois sculpté,escalier,generic_spatial_entity,circulation,literal,,,,0.950,Mention of a wooden sculpted staircase.
La Boutique obscure,pdf,240,APPARTEMENT,appartement,generic_spatial_entity,domestic_space,literal,,,,0.950,"Un poisson, 124 APPARTEMENT : 24, 35,43, 75, 94, 99, 119"
La Boutique obscure,pdf,240,Avenue plantée d'arbres,avenue plantée d'arbres,named_place,street,literal,Paris,,France,0.950,"ARBRES : Avenue plantée d'arbres, 15"
La Boutique obscure,pdf,240,AUTOBUS,autobus,generic_spatial_entity,transport_space,literal,,,,0.950,"AUTOBUS : 55, 71, 72"
La Boutique obscure,pdf,240,ATELIER,atelier,generic_spatial_entity,work_space,literal,,,,0.950,"ATELIER : 122, 123"
La Boutique obscure,pdf,240,AUTOMOBILE,automobile,generic_spatial_entity,vehicle,literal,,,,0.950,"AUTOMOBILE : 10, 33, 36, 58, 70, 71, 74, 82, 83, 85, 88, 94, 100, 102, 115, 119, 120, 124"
La Boutique obscure,pdf,240,AVION,avion,generic_spatial_entity,vehicle,literal,,,,0.950,"AVION : 27, 51, 52 (?), 74, 83"
La Boutique obscure,pdf,244,dortoir,dortoir,generic_spatial_entity,room,literal,,,,0.950,Un grand hall-café-dortoir-cantine
La Boutique obscure,pdf,244,dortoir,dortoir,generic_spatial_entity,room,literal,,,,0.950,Une sorte de petit dortoir
La Boutique obscure,pdf,244,dortoir,dortoir,generic_spatial_entity,room,literal,,,,0.950,"Nous logeons chez lui, dans un dortoir"
La Boutique obscure,pdf,244,couchette,couchette,generic_spatial_entity,room,literal,,,,0.800,Sur la couchette sous un même drap
La Boutique obscure,pdf,244,dressing-room,dressing-room,generic_spatial_entity,room,literal,,,,0.800,"DRESSING-ROOM : 57, 82"
La Boutique obscure,pdf,243,COULOIR,couloir,generic_spatial_entity,circulation,literal,,,,0.950,mentions various corridors in connection with works and repairs
La Boutique obscure,pdf,243,DÉDALE,dédale,generic_spatial_entity,circulation,literal,,,,0.950,"Dédale secret connu, mention of a maze"
La Boutique obscure,pdf,243,DÉDALE de galeries couvertes,dédale de galeries couvertes,generic_spatial_entity,circulation,literal,,,,0.950,description of a maze of covered galleries
La Boutique obscure,pdf,243,DÉDALE de minuscules escaliers,dédale de minuscules escaliers,generic_spatial_entity,circulation,literal,,,,0.950,description of a maze of tiny stairs
La Boutique obscure,pdf,243,CUISINE,cuisine,generic_spatial_entity,domestic_space,literal,,,,0.950,mentions various kitchen settings
La Boutique obscure,pdf,243,DORTOIR,dortoir,generic_spatial_entity,room,literal,,,,0.950,statement about being in a large dormitory
La Boutique obscure,pdf,247,lit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,"Mention de divers mobilier, incluant le lit."
La Boutique obscure,pdf,250,rue,rue,generic_spatial_entity,street,literal,,,,0.950,"Il y a dans la rue deux pancartes, 73"
La Boutique obscure,pdf,250,rue en pente,rue en pente,generic_spatial_entity,street,literal,,,,0.800,"Dans une rue en pente, un panneau indicateur, 74"
La Boutique obscure,pdf,250,parc,parc,generic_spatial_entity,public_space,literal,,,,0.950,"Nous longions un très beau parc, 15"
La Boutique obscure,pdf,250,parc à la française,parc à la française,generic_spatial_entity,public_space,literal,,,,0.800,"Je me promène dans un grand parc à la française, 115"
La Boutique obscure,pdf,249,L'hôtel La Boule Blanche,Hôtel La Boule Blanche,named_place,building,literal,,,,0.950,"NOMS FICTIFS (?) : L'hôtel La Boule Blanche, 13"
La Boutique obscure,pdf,249,La rue Mortimer,Rue Mortimer,named_place,street,literal,Paris,,France,0.950,"L'écrivain Bourgoin, 12 L'hôtel La Boule Blanche, 13 La rue Mortimer, 15"
La Boutique obscure,pdf,249,L'hôtel Degotex,Hôtel Degotex,named_place,building,literal,,,,0.950,"L'hôtel Degotex, 58"
